pair,obj_a,obj_b,co_occ_scene_counts,co_occ_phrase_counts,co_occ_phrase_prop,co_occ_anchored_counts,co_occ_anchored_prop,co_occ_type_counts,co_occ_type_prop,avg_distance_norm,avg_spatial_rel_norm
cup-flag,cup,flag,2,1,0.5,0,0,2,1,0.3498003246522471,-0.31688305769925695
cup-food,cup,food,9,5,0.5555555555555556,0,0,9,1,0.16689723945754348,0.03416487249149533
cup-fork,cup,fork,4,0,0,0,0,4,1,0.4081944655076347,0.24526350269774777
cup-frame,cup,frame,1,0,0,0,0,1,1,0.3677360311798841,-0.34984038118070293
cup-fruit,cup,fruit,6,0,0,0,0,6,1,0.5154637231869676,0.12271895034571435
cup-fruit bowl,cup,fruit bowl,10,4,0.4,0,0,10,1,0.3702617395335782,0.07122965142529528
cup-fruit stand,cup,fruit stand,7,3,0.42857142857142855,0,0,7,1,0.5462516044931647,0.09173575325134656
cup-glass,cup,glass,28,18,0.6428571428571429,0,0,28,1,0.2625848991043011,-0.11094712389049806
cup-glasses,cup,glasses,5,0,0,0,0,5,1,0.5792085186604226,0.1529969808697304
cup-hair brush,cup,hair brush,1,1,1,0,0,1,1,0.04917994853544386,-0.04874731345017502
cup-intercom,cup,intercom,1,1,1,0,0,1,1,0.20500814036169668,-0.09400993807930502
cup-ipod,cup,ipod,1,1,1,0,0,1,1,0.058015361285451435,0.020822805979056003
cup-jar,cup,jar,47,9,0.19148936170212766,0,0,46,0.9787234042553191,0.40076831891095127,-0.040329354526619766
cup-kettle,cup,kettle,14,2,0.14285714285714285,0,0,14,1,0.3782083482933628,0.012657982167848367
cup-keyboard,cup,keyboard,24,13,0.5416666666666666,0,0,24,1,0.33958138057437176,-0.025027176290353226
cup-knife,cup,knife,5,1,0.2,0,0,5,1,0.480206321277972,0.4069230897861656
cup-knife set,cup,knife set,3,1,0.3333333333333333,0,0,3,1,0.2953761341908163,-4.5149792166769104e-4
cup-lamp,cup,lamp,42,16,0.38095238095238093,0,0,39,0.9285714285714286,0.4128146943593681,-0.23040916819547022
cup-laptop,cup,laptop,2,1,0.5,0,0,2,1,0.3077392971291225,-0.06864120424631148
cup-lemon,cup,lemon,3,0,0,0,0,3,1,0.5609477589355567,0.47849758010712234
cup-light,cup,light,82,19,0.23170731707317074,0,0,67,0.8170731707317073,0.5655023679263426,-0.4313594088939764
cup-lighter,cup,lighter,1,1,1,0,0,1,1,0.19253818836163114,-0.026817460213332006
cup-magazine,cup,magazine,5,3,0.6,0,0,5,1,0.35834205662606056,0.21816279094281335
cup-make up case,cup,make up case,1,0,0,0,0,1,1,0.36137701139306955,0.10693762347373992
cup-map,cup,map,1,0,0,0,0,1,1,0.44333952404680926,-0.42973281036629596
cup-markers,cup,markers,2,0,0,0,0,2,1,0.3242228355767075,-0.14350389556906595
cup-massager,cup,massager,1,0,0,0,0,1,1,0.614655574513237,0.498528297517516
cup-microwave,cup,microwave,20,10,0.5,0,0,19,0.95,0.41633166562479035,-0.16532210829740404
cup-mirror,cup,mirror,38,13,0.34210526315789475,3,0.07894736842105263,19,0.5,0.3561501984061843,-0.19633975142649757
cup-monitor stand,cup,monitor stand,1,1,1,0,0,1,1,0.0726718653518277,-0.06682846716314295
cup-mouse,cup,mouse,11,8,0.7272727272727273,0,0,11,1,0.3072840657412148,0.05156801884744711
cup-mouse pad,cup,mouse pad,9,6,0.6666666666666666,0,0,9,1,0.33913447706796296,0.04556192787605115
cup-mug,cup,mug,6,2,0.3333333333333333,0,0,6,1,0.5134859604031692,-0.10008878687964816
cup-napkin,cup,napkin,19,9,0.47368421052631576,0,0,19,1,0.26061802631034886,0.09786488516183274
cup-nightstand,cup,nightstand,1,1,1,0,0,1,1,0.06147210355689661,0.04884040880503204
cup-notebook,cup,notebook,7,4,0.5714285714285714,0,0,7,1,0.46733451034418727,0.1188718466493356
cup-object,cup,object,7,4,0.5714285714285714,0,0,7,1,0.31659157057691467,-0.1588443837585217
cup-orange,cup,orange,3,0,0,0,0,3,1,0.5475197875321522,0.4311453791130793
cup-ottoman,cup,ottoman,4,2,0.5,0,0,4,1,0.256976017956064,0.08387585357815026
cup-oven,cup,oven,20,3,0.15,0,0,13,0.65,0.4328199347154403,0.12381655141963854
cup-painting,cup,painting,57,13,0.22807017543859648,6,0.10526315789473684,42,0.7368421052631579,0.45505590943576996,-0.2590061453865642
cup-pan,cup,pan,2,0,0,0,0,2,1,0.5164077124264596,-0.0018310908640860046
cup-paper,cup,paper,45,22,0.4888888888888889,0,0,45,1,0.3782177007193741,-0.046460641129434654
cup-paper towels,cup,paper towels,3,0,0,0,0,3,1,0.453112944609524,0.21587997574428539
cup-paper towels holder,cup,paper towels holder,2,0,0,0,0,2,1,0.41825904848162887,0.0971971945395205
cup-pear,cup,pear,2,2,1,0,0,2,1,0.07351734549950714,-0.041849701056172
cup-pedestal,cup,pedestal,1,0,0,0,0,1,1,0.3603572174263932,0.16127971745690206
cup-pen,cup,pen,7,5,0.7142857142857143,0,0,7,1,0.11167272612361624,-0.0019196058428966839
cup-pencil,cup,pencil,1,1,1,0,0,1,1,0.04406576159223208,-0.04000276660495
cup-picture,cup,picture,15,9,0.6,0,0,15,1,0.3314400225772031,-0.16448933803750773
cup-pie,cup,pie,1,0,0,0,0,1,1,0.8025609617035964,0.026455563285921024
cup-pillow,cup,pillow,51,13,0.2549019607843137,0,0,51,1,0.3580972612424233,-0.06266233978983154
cup-pitcher,cup,pitcher,34,18,0.5294117647058824,0,0,31,0.9117647058823529,0.3268718008627001,-0.12213559227255025
cup-placemat,cup,placemat,26,19,0.7307692307692307,0,0,26,1,0.2212192735267624,0.10614388663391981
cup-plant,cup,plant,146,42,0.2876712328767123,1,0.00684931506849315,130,0.8904109589041096,0.4319764348465687,-0.12397515376918913
cup-plate,cup,plate,133,49,0.3684210526315789,0,0,132,0.9924812030075187,0.362004762006543,-0.042546423493623343
cup-podium,cup,podium,2,1,0.5,0,0,2,1,0.38528405372872443,-0.270779394489961
cup-post it note,cup,post it note,2,2,1,0,0,2,1,0.09371359188502063,0.017031563468637004
cup-poster,cup,poster,16,4,0.25,0,0,14,0.875,0.48820934559766355,-0.3574117001018608
cup-pot,cup,pot,38,11,0.2894736842105263,2,0.05263157894736842,36,0.9473684210526315,0.4386997357914197,-0.17694259996148215
cup-pot rack,cup,pot rack,2,0,0,0,0,0,0,0.527078487146178,-0.43050758372209796
cup-printer,cup,printer,5,3,0.6,0,0,5,1,0.2305278501502828,-0.0692527128254744
cup-purse,cup,purse,1,1,1,0,0,1,1,0.3290718109151644,0.12587212179319202
cup-rack,cup,rack,10,6,0.6,2,0.2,7,0.7,0.360474815359723,-0.019247908819622305
cup-radiator,cup,radiator,2,1,0.5,0,0,2,1,0.38107450546085564,-0.02957399324189841
cup-radio,cup,radio,2,0,0,0,0,2,1,0.30237619925431947,-0.2300164261975505
cup-refrigerator,cup,refrigerator,19,3,0.15789473684210525,1,0.05263157894736842,8,0.42105263157894735,0.5268734482667213,0.04558637178721403
cup-rubber duckie,cup,rubber duckie,1,0,0,0,0,1,1,0.8818516500804834,0.41075358146606
cup-rug,cup,rug,32,10,0.3125,2,0.0625,18,0.5625,0.49596779513786127,0.39145025614526163
cup-scale,cup,scale,1,0,0,0,0,0,0,0.3480800513282006,0.345911110389885
cup-sconce,cup,sconce,4,1,0.25,0,0,4,1,0.2692397153139118,-0.2294095715198965
cup-scrub brush,cup,scrub brush,1,0,0,0,0,1,1,0.7928979309572318,0.38887458869065095
cup-seashell,cup,seashell,1,0,0,0,0,1,1,0.6347043096601239,-0.23824077070872302
cup-shelf,cup,shelf,38,17,0.4473684210526316,3,0.07894736842105263,27,0.7105263157894737,0.29852147588138295,-0.057434975989670074
cup-shelves,cup,shelves,9,1,0.1111111111111111,0,0,2,0.2222222222222222,0.35119487611170963,-0.30535258780249935
cup-shower,cup,shower,2,1,0.5,1,0.5,1,0.5,0.6185307501527014,-0.010977023561395488
cup-shower head,cup,shower head,3,0,0,0,0,1,0.3333333333333333,0.6583650626948816,-0.33483198133785635
cup-sideboard,cup,sideboard,2,0,0,0,0,0,0,0.2056168110411517,-0.19414186278509354
cup-sign,cup,sign,1,1,1,0,0,1,1,0.4924150527492077,-0.43035673500299604
cup-silverware,cup,silverware,7,2,0.2857142857142857,0,0,7,1,0.24118045203177865,0.10608353451274873
cup-sink,cup,sink,66,25,0.3787878787878788,2,0.030303030303030304,52,0.7878787878787878,0.3464107920593755,0.13327921667575338
cup-sky light,cup,sky light,4,0,0,0,0,2,0.5,0.3981020398743675,-0.35634559045382
cup-slippers,cup,slippers,1,0,0,0,0,1,1,0.39680875582798153,0.3967932785734528
cup-soap,cup,soap,25,7,0.28,0,0,24,0.96,0.33605725225538563,0.08813403568494492
cup-soap dish,cup,soap dish,3,1,0.3333333333333333,0,0,3,1,0.4470275910610439,0.10890077948400369
cup-sofa,cup,sofa,15,7,0.4666666666666667,7,0.4666666666666667,4,0.26666666666666666,0.3561995327417423,0.03253925676275613
cup-speaker,cup,speaker,3,3,1,0,0,3,1,0.11380668874182563,-0.06932810148521934
cup-sponge,cup,sponge,4,2,0.5,0,0,4,1,0.2258027855259459,-0.024004220626067482
cup-statue,cup,statue,25,12,0.48,0,0,22,0.88,0.34933682143087064,0.00997327502135097
cup-stereo,cup,stereo,1,1,1,0,0,1,1,0.48074384582858826,-0.345608214716673
cup-stool,cup,stool,12,4,0.3333333333333333,0,0,10,0.8333333333333334,0.5706920579064674,0.3817734174441518
cup-stove,cup,stove,31,6,0.1935483870967742,0,0,31,1,0.4536371974389399,0.07599344933385503
cup-stove hood,cup,stove hood,13,2,0.15384615384615385,1,0.07692307692307693,6,0.46153846153846156,0.4629391337561953,-0.294178554924359
cup-table,cup,table,81,43,0.5308641975308642,17,0.20987654320987653,46,0.5679012345679012,0.26807039772874636,0.07119184243893331
cup-table runner,cup,table runner,2,2,1,0,0,2,1,0.18920295361874642,0.08316848731749701
cup-tablecloth,cup,tablecloth,5,4,0.8,3,0.6,2,0.4,0.08480133072034801,0.025904732133066
cup-teapot,cup,teapot,21,13,0.6190476190476191,0,0,21,1,0.16641247161165845,-0.0231880890944681
cup-telephone,cup,telephone,11,6,0.5454545454545454,0,0,11,1,0.33402805295989296,0.022250906407056095
cup-television,cup,television,6,0,0,0,0,3,0.5,0.59729494572823,-0.30927923680922564
cup-television stand,cup,television stand,3,0,0,0,0,3,1,0.6771513676607285,-0.1289499635461897
cup-tissue,cup,tissue,5,3,0.6,0,0,5,1,0.3808012300735187,0.118518805237501
cup-toaster,cup,toaster,3,3,1,0,0,3,1,0.13014370154398308,-0.02428738539241933
cup-toilet,cup,toilet,17,3,0.17647058823529413,0,0,12,0.7058823529411765,0.5689910940187323,0.33927144765390765
cup-toilet paper,cup,toilet paper,5,2,0.4,0,0,4,0.8,0.3783840059452663,0.2467476452146054
cup-toilet paper holder,cup,toilet paper holder,1,0,0,0,0,1,1,0.32559954871174807,0.14919805753174303
cup-tomatoes,cup,tomatoes,1,0,0,0,0,1,1,0.48939891972744315,-0.05206905229764397
cup-toothbrush,cup,toothbrush,4,4,1,0,0,4,1,0.03297369619610259,-0.03130281244735825
cup-toothbrush holder,cup,toothbrush holder,2,0,0,0,0,2,1,0.2877730912644867,-0.170204838443687
cup-toothpaste,cup,toothpaste,1,1,1,0,0,1,1,0.07946935341345902,0.07808651047413001
cup-torch,cup,torch,2,0,0,0,0,2,1,0.22227745048696784,-0.12401017387698302
cup-towel,cup,towel,43,15,0.3488372093023256,1,0.023255813953488372,35,0.813953488372093,0.4071350018553001,0.15704645783902926
cup-towel rack,cup,towel rack,14,4,0.2857142857142857,0,0,10,0.7142857142857143,0.4045206158843428,0.06884577254550557
cup-toy,cup,toy,2,2,1,0,0,2,1,0.15518890792451778,-0.01110792382961251
cup-trash,cup,trash,1,0,0,0,0,1,1,0.5257661413318981,0.07455166472052059
cup-trash can,cup,trash can,6,0,0,0,0,6,1,0.4962824556369282,0.009870451095604832
cup-tray,cup,tray,19,11,0.5789473684210527,0,0,19,1,0.22089498051297857,0.02170504876191828
cup-tree,cup,tree,1,1,1,1,1,0,0,0.20750940513137264,-0.10755118119707402
cup-utensils,cup,utensils,14,3,0.21428571428571427,0,0,14,1,0.4126507430459343,0.029688962647798932
cup-vase,cup,vase,36,20,0.5555555555555556,0,0,36,1,0.2908794305319483,-0.10433203252381563
cup-vegetable,cup,vegetable,4,0,0,0,0,4,1,0.40271979837018457,-0.005824276436918505
cup-wardrobe,cup,wardrobe,4,0,0,0,0,0,0,0.45334423121235234,-0.15707250148597646
cup-whiteboard,cup,whiteboard,2,0,0,0,0,0,0,0.41411374957091324,-0.3824425304276105
cup-wine glass,cup,wine glass,5,1,0.2,0,0,5,1,0.3066665188573858,0.1114630791811108
cup-wine rack,cup,wine rack,1,0,0,0,0,0,0,0.2159299419463703,-0.19572665543183998
curb-curb,curb,curb,4,2,0.5,0,0,4,1,0.35054986722455717,0.04465821900621851
curb-dog,curb,dog,1,0,0,0,0,1,1,0.5169251232747488,-0.104466854720206
curb-flag,curb,flag,3,2,0.6666666666666666,0,0,3,1,0.5042573783041082,-0.3928792105985804
curb-grass,curb,grass,11,7,0.6363636363636364,0,0,10,0.9090909090909091,0.3127841392527045,-0.0877711285166429
curb-ground,curb,ground,3,1,0.3333333333333333,0,0,2,0.6666666666666666,0.4465690080703323,-0.2166996059587797
curb-hedge,curb,hedge,1,1,1,0,0,1,1,0.09037704228878651,-0.08652695398964999
curb-house,curb,house,6,1,0.16666666666666666,1,0.16666666666666666,2,0.3333333333333333,0.43341334451951635,-0.28524658118801766
curb-median,curb,median,2,1,0.5,0,0,2,1,0.5476574844547896,-0.16801871726451348
curb-mountain,curb,mountain,4,1,0.25,0,0,4,1,0.5230845448613327,-0.4419930631142395
curb-path,curb,path,4,2,0.5,1,0.25,2,0.5,0.3464538056924277,-0.06530057633641047
curb-person,curb,person,15,4,0.26666666666666666,0,0,15,1,0.379844610542815,-0.1899325825366193
curb-plant,curb,plant,12,7,0.5833333333333334,1,0.08333333333333333,11,0.9166666666666666,0.2723479496028685,-0.10795629998003016
curb-porch,curb,porch,3,2,0.6666666666666666,2,0.6666666666666666,0,0,0.32807645453102263,-0.21342012660189538
curb-poster,curb,poster,3,1,0.3333333333333333,0,0,3,1,0.34094132673236777,-0.30956423707326064
curb-road,curb,road,24,7,0.2916666666666667,3,0.125,14,0.5833333333333334,0.3928604421135944,-0.008868808367208816
curb-rock,curb,rock,5,4,0.8,0,0,5,1,0.25390659672602295,-0.1201890349551964
curb-shop window,curb,shop window,7,1,0.14285714285714285,0,0,7,1,0.5875551761001585,-0.37024653615492775
curb-sidewalk,curb,sidewalk,21,12,0.5714285714285714,7,0.3333333333333333,13,0.6190476190476191,0.39243123055429363,-0.07761248182323459
curb-sidewalk cafe,curb,sidewalk cafe,1,1,1,0,0,1,1,0.08864401083884738,-0.08864160791079101
curb-sign,curb,sign,7,1,0.14285714285714285,0,0,7,1,0.5100332374408793,-0.3149974074987877
curb-sky,curb,sky,20,3,0.15,3,0.15,5,0.25,0.7280715113456074,-0.6383542666549887
curb-streetlight,curb,streetlight,7,1,0.14285714285714285,0,0,7,1,0.6284105882363238,-0.4437393057188076
curb-table,curb,table,1,1,1,0,0,1,1,0.19192380329887015,-0.18865420945332503
curb-terrace,curb,terrace,1,0,0,0,0,1,1,0.38335551685221275,-0.366162524326872
curb-trash can,curb,trash can,2,0,0,0,0,1,0.5,0.5416254662424348,-0.16365658676312747
curb-tree,curb,tree,25,5,0.2,1,0.04,20,0.8,0.5100962543778043,-0.3084343494190068
curb-truck,curb,truck,2,0,0,0,0,2,1,0.3792386990946534,-0.2984148215301015
curb-van,curb,van,3,0,0,0,0,3,1,0.48099089416302887,-0.2846732579877327
cutting board-cutting board,cutting board,cutting board,2,1,0.5,0,0,2,1,0.3258466928091669,-0.011921955590243005
cutting board-dish towel,cutting board,dish towel,8,4,0.5,0,0,8,1,0.3347719050374087,0.06050620621504363
cutting board-dishrack,cutting board,dishrack,2,1,0.5,0,0,2,1,0.1802835258832343,0.06823995033018501
cutting board-dishwasher,cutting board,dishwasher,8,4,0.5,0,0,6,0.75,0.31140599249107986,0.14313187102307506
cutting board-dog,cutting board,dog,1,0,0,0,0,1,1,0.37705557864777023,0.324836794560739
cutting board-doll,cutting board,doll,1,0,0,0,0,1,1,0.519904195428352,-0.517741656298562
cutting board-drawer,cutting board,drawer,14,7,0.5,0,0,13,0.9285714285714286,0.3845675227453504,0.15971566157789968
cutting board-electric mixer,cutting board,electric mixer,4,0,0,0,0,3,0.75,0.43396024372156783,-0.04560315293806447
cutting board-faucet,cutting board,faucet,12,6,0.5,1,0.08333333333333333,11,0.9166666666666666,0.2934273910834882,-0.05134634888748959
cutting board-food,cutting board,food,1,0,0,0,0,1,1,0.25575510370550825,0.18492165751802103
cutting board-frame,cutting board,frame,2,0,0,0,0,2,1,0.2999672635038366,-0.22970665851237498
cutting board-fruit bowl,cutting board,fruit bowl,5,2,0.4,0,0,5,1,0.3751667622153668,-0.10273518840463922
cutting board-fruit stand,cutting board,fruit stand,1,0,0,0,0,1,1,0.7455030223407847,-0.14795035718948796
cutting board-frying pan,cutting board,frying pan,2,1,0.5,0,0,2,1,0.3080904770297413,-0.17434877964101494
cutting board-glass,cutting board,glass,8,6,0.75,0,0,8,1,0.3938869044279715,0.3207156001624777
cutting board-jar,cutting board,jar,9,4,0.4444444444444444,1,0.1111111111111111,6,0.6666666666666666,0.2884651425418167,-0.03460958213065343
cutting board-kettle,cutting board,kettle,2,0,0,0,0,1,0.5,0.6352985472542161,-0.04075846376207698
cutting board-knife set,cutting board,knife set,1,1,1,0,0,1,1,0.0905809958765377,-0.08435873517030201
cutting board-lettuce,cutting board,lettuce,1,0,0,0,0,1,1,0.30317348790720244,0.19763508878549002
cutting board-light,cutting board,light,28,2,0.07142857142857142,0,0,27,0.9642857142857143,0.7369752129572337,-0.5866472615700081
cutting board-microwave,cutting board,microwave,5,2,0.4,0,0,5,1,0.40771136055663865,-0.17592798247429078
cutting board-mug,cutting board,mug,3,1,0.3333333333333333,0,0,3,1,0.4745251637177212,-0.3726972050924223
cutting board-object,cutting board,object,44,22,0.5,0,0,44,1,0.35516859110501797,-0.013909375132151045
cutting board-onion,cutting board,onion,3,0,0,0,0,3,1,0.20934382629354514,0.09702555336513068
cutting board-oven,cutting board,oven,6,3,0.5,1,0.16666666666666666,4,0.6666666666666666,0.40668828341149893,0.11449536465266417
cutting board-painting,cutting board,painting,4,1,0.25,0,0,4,1,0.6009880798599234,-0.341882870311347
cutting board-pan,cutting board,pan,4,0,0,0,0,4,1,0.44874714580888964,-0.30625953940884876
cutting board-paper,cutting board,paper,2,0,0,0,0,2,1,0.6497082991309673,-0.183731935500228
cutting board-pestal and morter,cutting board,pestal and morter,1,0,0,0,0,1,1,0.2973278230987901,0.22899066885851205
cutting board-picture,cutting board,picture,5,2,0.4,0,0,5,1,0.36696962344203843,-0.20811695547387643
cutting board-pitcher,cutting board,pitcher,5,1,0.2,0,0,5,1,0.4497978128375023,0.020755763295709228
cutting board-placemat,cutting board,placemat,1,0,0,0,0,1,1,0.6579032183512371,0.411582285416125
cutting board-plant,cutting board,plant,23,3,0.13043478260869565,0,0,21,0.9130434782608695,0.5278583271961167,-0.30570403929977824
cutting board-plate,cutting board,plate,18,6,0.3333333333333333,0,0,18,1,0.3906947723456133,-0.2171458332433021
cutting board-pot,cutting board,pot,15,6,0.4,1,0.06666666666666667,11,0.7333333333333333,0.3768425145059753,-0.13925189978927213
cutting board-pot holder,cutting board,pot holder,1,1,1,0,0,1,1,0.20445208150262584,-0.13485570623689702
cutting board-pot rack,cutting board,pot rack,2,0,0,0,0,1,0.5,0.5044665927688441,-0.5010687282480625
cutting board-refrigerator,cutting board,refrigerator,7,1,0.14285714285714285,0,0,5,0.7142857142857143,0.5241092923409978,-0.009613357750810018
cutting board-rolling pin,cutting board,rolling pin,1,0,0,0,0,1,1,0.5365646752134885,-0.341055615898772
cutting board-rug,cutting board,rug,5,1,0.2,0,0,4,0.8,0.5842882432993769,0.33527872568337336
cutting board-shelf,cutting board,shelf,7,4,0.5714285714285714,0,0,7,1,0.3778023559437714,0.1612682108870646
cutting board-shelves,cutting board,shelves,4,1,0.25,0,0,2,0.5,0.590784270672684,-0.258673163561008
cutting board-sink,cutting board,sink,10,4,0.4,1,0.1,9,0.9,0.2843469363596919,-0.006194730340040899
cutting board-soap,cutting board,soap,2,1,0.5,0,0,2,1,0.2883693894522423,0.10061947297898147
cutting board-sponge,cutting board,sponge,1,0,0,0,0,1,1,0.35786250388423313,0.07578162920155307
cutting board-stand,cutting board,stand,1,0,0,0,0,1,1,0.3922000575852963,-0.24494160995018505
cutting board-stool,cutting board,stool,9,5,0.5555555555555556,0,0,6,0.6666666666666666,0.4315491743010254,0.308819753225592
cutting board-stove,cutting board,stove,11,6,0.5454545454545454,0,0,8,0.7272727272727273,0.33786848184310914,0.0020550291254041782
cutting board-stove hood,cutting board,stove hood,10,1,0.1,0,0,5,0.5,0.41726224906365816,-0.32580314543854827
cutting board-stove top,cutting board,stove top,2,2,1,0,0,2,1,0.19175154681437634,0.06992724070765349
cutting board-table,cutting board,table,3,1,0.3333333333333333,0,0,1,0.3333333333333333,0.434712080751846,0.19696036345942033
cutting board-teapot,cutting board,teapot,2,1,0.5,0,0,2,1,0.1900907140072343,-0.04712986810548403
cutting board-toaster,cutting board,toaster,1,1,1,0,0,1,1,0.23661506550108188,0.061757781893067965
cutting board-towel,cutting board,towel,1,0,0,0,0,1,1,0.21797795697427022,0.135513270473434
cutting board-tray,cutting board,tray,3,0,0,0,0,1,0.3333333333333333,0.2297803739798377,0.058748095091231
cutting board-utensils,cutting board,utensils,3,2,0.6666666666666666,0,0,3,1,0.15283173295108551,-0.08526129930794933
cutting board-utensils rack,cutting board,utensils rack,3,0,0,0,0,3,1,0.23407725637746682,-0.11276128573017098
cutting board-vase,cutting board,vase,5,1,0.2,0,0,5,1,0.5139587138612771,-0.4668750400621984
cutting board-vegetable,cutting board,vegetable,3,2,0.6666666666666666,0,0,3,1,0.09514651502795968,0.057079520254374655
cutting board-wall hanging,cutting board,wall hanging,1,0,0,0,0,1,1,0.5160526928293181,-0.41937462258454095
cutting board-wine rack,cutting board,wine rack,1,1,1,1,1,0,0,0.20983315087174614,0.20067828120342399
dam-mountain,dam,mountain,2,1,0.5,0,0,1,0.5,0.30598496115440815,-0.0563120175799765
dam-river,dam,river,1,0,0,0,0,0,0,0.3387483169382579,0.329325706830171
dam-sky,dam,sky,1,1,1,1,1,0,0,0.27028368632768257,-0.26870673483693497
deer-field,deer,field,1,0,0,0,0,0,0,0.4054986855408682,-0.14044481728167932
deer-mountain,deer,mountain,1,0,0,0,0,1,1,0.6183544095060756,-0.49931083976709834
deer-sky,deer,sky,1,0,0,0,0,0,0,0.8538538376013896,-0.7614989085629773
deer-tree,deer,tree,4,1,0.25,1,0.25,3,0.75,0.4545730929429123,-0.2195583346020278
deodorant-faucet,deodorant,faucet,1,0,0,0,0,1,1,0.3729741380497969,0.263566189224585
deodorant-mirror,deodorant,mirror,1,1,1,1,1,0,0,0.24218733948213056,-0.1610754856579789
deodorant-shelf,deodorant,shelf,1,1,1,0,0,1,1,0.17865816104321564,0.05068383138987009
deodorant-sink,deodorant,sink,1,0,0,0,0,0,0,0.33640542043713384,0.31119866615615704
deodorant-soap,deodorant,soap,2,0,0,0,0,2,1,0.259556499625371,0.04200854615152805
deodorant-soap dish,deodorant,soap dish,2,0,0,0,0,1,0.5,0.25973472074836484,0.053190062123003035
deodorant-toothbrush,deodorant,toothbrush,1,1,1,0,0,1,1,0.056323195161853024,-0.030135933045097985
deodorant-toothpaste,deodorant,toothpaste,2,1,0.5,0,0,2,1,0.22627115434303102,0.09914030019280654
desert-dune,desert,dune,9,6,0.6666666666666666,6,0.6666666666666666,0,0,0.17909420531032824,-0.09051776215811878
desert-field,desert,field,2,0,0,0,0,0,0,0.4756240461009038,-0.30102477697800145
desert-ground,desert,ground,1,0,0,0,0,0,0,0.3525545528408171,-0.309627298526949
desert-hill,desert,hill,6,0,0,0,0,3,0.5,0.4092445309074366,-0.31901340621014085
desert-mountain,desert,mountain,27,5,0.18518518518518517,5,0.18518518518518517,6,0.2222222222222222,0.37844323062444096,-0.3245128019439124
desert-path,desert,path,1,1,1,1,1,0,0,0.06004088053925807,0.048135884213800995
desert-plant,desert,plant,6,0,0,0,0,1,0.16666666666666666,0.43351974802429305,-0.293536592629674
desert-puddle,desert,puddle,1,1,1,1,1,0,0,0.30455871738265944,0.10811271881286702
desert-road,desert,road,1,0,0,0,0,1,1,0.2975847309981704,-0.259978223408653
desert-rock,desert,rock,8,7,0.875,7,0.875,1,0.125,0.2845880619842136,0.03667671922226899
desert-ruin,desert,ruin,1,0,0,0,0,1,1,0.35385528039962727,-0.14575631743154402
desert-sky,desert,sky,24,1,0.041666666666666664,1,0.041666666666666664,22,0.9166666666666666,0.5532945625951684,-0.5524918581483664
desert-tree,desert,tree,8,1,0.125,1,0.125,3,0.375,0.4204467085146981,-0.2799576647222919
desert-valley,desert,valley,1,0,0,0,0,0,0,0.3571891695136782,-0.34951849098485405
desk-desk,desk,desk,273,101,0.36996336996337,32,0.11721611721611722,186,0.6813186813186813,0.3725879502383131,-0.06536151902730229
desk-desk divider,desk,desk divider,15,8,0.5333333333333333,5,0.3333333333333333,7,0.4666666666666667,0.3445649486269057,-0.16418817557624726
desk-desk mat,desk,desk mat,15,10,0.6666666666666666,7,0.4666666666666667,5,0.3333333333333333,0.23883580750842567,-0.03445919482384693
desk-desk organizer,desk,desk organizer,3,1,0.3333333333333333,1,0.3333333333333333,0,0,0.37986432568098977,-0.24522064380502667
desk-dog,desk,dog,1,1,1,0,0,1,1,0.17028386931811634,0.06836375935199202
desk-drawer,desk,drawer,1,1,1,0,0,1,1,0.07562203687797242,-0.016127572888846975
desk-dresser,desk,dresser,3,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.3443205435508132,-0.08340536571554298
desk-dressing screen,desk,dressing screen,2,1,0.5,1,0.5,1,0.5,0.5500369026229919,-0.15753233650111198
desk-end table,desk,end table,3,1,0.3333333333333333,1,0.3333333333333333,0,0,0.3263239249994475,-0.049221231660224664
desk-envelope,desk,envelope,2,1,0.5,1,0.5,0,0,0.3520336693713244,-0.20417336664515007
desk-exit sign,desk,exit sign,4,1,0.25,1,0.25,1,0.25,0.6886775400293415,-0.5750255927383048
desk-external hard drive,desk,external hard drive,9,5,0.5555555555555556,5,0.5555555555555556,0,0,0.31295974468801474,-0.07357232510333811
desk-fan,desk,fan,4,2,0.5,1,0.25,2,0.5,0.4587925624703126,-0.4118672496041422
desk-faucet,desk,faucet,2,1,0.5,1,0.5,0,0,0.4382589579547018,-0.19705052899202646
desk-fax machine,desk,fax machine,4,1,0.25,1,0.25,0,0,0.3734571134809304,-0.14876010139030177
desk-file,desk,file,53,25,0.4716981132075472,10,0.18867924528301888,28,0.5283018867924528,0.4139081324641648,-0.0903194293870921
desk-file organizer,desk,file organizer,54,25,0.46296296296296297,13,0.24074074074074073,28,0.5185185185185185,0.4431085371364414,-0.07806768052501847
desk-filing cabinet,desk,filing cabinet,69,37,0.5362318840579711,17,0.2463768115942029,34,0.4927536231884058,0.3852700593517689,0.018777998595612758
desk-fire alarm,desk,fire alarm,1,1,1,1,1,0,0,0.22244177827208503,-0.218198004481575
desk-fireplace,desk,fireplace,1,1,1,1,1,0,0,0.40778099288882863,-0.14570255325875503
desk-fish tank,desk,fish tank,2,1,0.5,1,0.5,0,0,0.41293673543313186,-0.34106050743351296
desk-flag,desk,flag,1,0,0,0,0,0,0,0.47890006738517144,-0.43522276215110495
